Weight class,fighter1,fighter2,outcome,F1_Str,F2_Str,F1_Td,F2_Td,F1_Kd,F2_Kd,F1_Sub,F2_Sub
Middleweight,Kendall Grove,Alan Belcher,fighter1,41,8,1,1,0,0,2,0
Heavyweight,Heath Herring,Brad Imes,fighter1,64,19,1,1,2,0,0,2
Middleweight,Thales Leites,Pete Sell,fighter1,56,3,3,0,0,0,4,2
Welterweight,Marcus Davis,Pete Spratt,fighter1,6,7,3,0,0,0,1,0
Welterweight,Luke Cummo,Josh Haynes,fighter1,38,9,0,1,1,0,0,0
Lightweight,Joe Stevenson,Melvin Guillard,fighter1,2,1,1,0,0,0,1,0
Heavyweight,Justin McCully,Antoni Hardonk,fighter1,21,26,3,0,0,0,0,1
Lightweight,Kenny Florian,Dokonjonosuke Mishima,fighter1,38,6,1,1,0,0,1,2
Light Heavyweight,Wilson Gouveia,Seth Petruzelli,fighter1,17,8,1,1,0,0,1,0
Welterweight,Drew Fickett,Keita Nakamura,fighter1,79,32,2,2,0,0,0,0
Lightweight,Kurt Pellegrino,Nate Mohr,fighter1,4,6,1,0,0,0,1,0
Welterweight,Kuniyoshi Hironaka,Forrest Petz,fighter1,26,7,5,0,0,0,1,0
Welterweight,Roan Carneiro,Rich Clementi,fighter1,22,9,7,0,0,0,4,0
Lightweight,Thiago Tavares,Naoyuki Kotani,fighter1,21,12,4,1,0,0,2,1
Heavyweight,Randy Couture,Tim Sylvia,fighter1,73,25,7,0,1,0,0,0
Middleweight,Martin Kampmann,Drew McFedries,fighter1,15,16,1,0,0,1,1,0
Middleweight,Rich Franklin,Jason MacDonald,fighter1,49,16,1,1,0,0,0,0
Welterweight,Matt Hughes,Chris Lytle,fighter1,13,5,2,0,0,0,3,3
Light Heavyweight,Jason Lambert,Renato Sobral,fighter1,19,5,2,1,2,0,0,1
Light Heavyweight,Matt Hamill,Rex Holman,fighter1,29,11,0,0,0,0,0,0
Welterweight,Jon Fitch,Luigi Fioravanti,fighter1,19,14,2,0,0,0,2,0
Lightweight,Gleison Tibau,Jason Dent,fighter1,36,12,5,0,0,0,1,0
Lightweight,Jamie Varner,Jason Gilliam,fighter1,7,0,1,0,0,0,2,0
Middleweight,Anderson Silva,Travis Lutter,fighter1,9,8,0,3,0,0,2,0
Heavyweight,Mirko Filipovic,Eddie Sanchez,fighter1,20,5,0,0,1,0,0,0
Lightweight,Roger Huerta,John Halverson,fighter1,13,1,1,0,0,0,0,0
Light Heavyweight,Quinton Jackson,Marvin Eastman,fighter1,45,15,0,0,1,0,0,0
Middleweight,Patrick Cote,Scott Smith,fighter1,50,34,1,0,0,0,0,0
Middleweight,Terry Martin,Jorge Rivera,fighter1,4,1,0,0,1,0,0,0
Lightweight,Frankie Edgar,Tyson Griffin,fighter1,55,38,8,3,0,0,0,4
Light Heavyweight,Lyoto Machida,Sam Hoger,fighter1,62,11,4,1,1,0,0,0
Lightweight,Dustin Hazelett,Diego Saraiva,fighter1,44,14,1,4,0,0,1,0
Light Heavyweight,Rashad Evans,Sean Salmon,fighter1,13,10,0,2,1,0,0,0
Heavyweight,Jake O'Brien,Heath Herring,fighter1,13,11,6,1,0,1,1,1
Lightweight,Hermes Franca,Spencer Fisher,fighter1,25,24,2,0,0,0,2,0
Middleweight,Nate Marquardt,Dean Lister,fighter1,53,18,2,0,4,0,0,0
Welterweight,Joshua Burkman,Chad Reiner,fighter1,27,6,9,1,0,0,0,2
Middleweight,Ed Herman,Chris Price,fighter1,5,5,1,0,0,0,1,1
Lightweight,Din Thomas,Clay Guida,fighter1,33,33,0,5,0,0,1,0
Welterweight,Rich Clementi,Ross Pointon,fighter1,23,23,1,0,0,0,1,0
Light Heavyweight,Chuck Liddell,Tito Ortiz,fighter1,49,21,0,1,1,0,0,0
Light Heavyweight,Keith Jardine,Forrest Griffin,fighter1,36,17,0,0,0,0,0,0
Middleweight,Jason MacDonald,Chris Leben,fighter1,9,15,1,2,0,0,1,0
Heavyweight,Andrei Arlovski,Marcio Cruz,fighter1,7,0,0,0,0,0,1,2
Light Heavyweight,Michael Bisping,Eric Schafer,fighter1,19,3,0,3,0,0,0,2
Welterweight,Thiago Alves,Tony DeSouza,fighter1,26,1,0,0,2,0,1,0
Heavyweight,Gabriel Gonzaga,Carmelo Marrero,fighter1,4,1,1,0,0,0,3,0
Middleweight,Yushin Okami,Rory Singer,fighter1,35,28,3,0,0,0,0,0
Heavyweight,Christian Wellisch,Anthony Perosh,fighter1,61,48,1,3,1,1,0,0
Welterweight,Diego Sanchez,Joe Riggs,fighter1,6,3,0,0,2,0,0,0
Welterweight,Josh Koscheck,Jeff Joslin,fighter1,14,18,6,0,0,0,1,1
Welterweight,Karo Parisyan,Drew Fickett,fighter1,56,47,3,1,0,0,0,0
Welterweight,Marcus Davis,Shonie Carter,fighter1,54,27,1,0,1,0,2,0
Light Heavyweight,David Heath,Victor Valimaki,fighter1,44,66,0,1,0,0,0,0
Middleweight,Alan Belcher,Jorge Santiago,fighter1,29,14,1,0,1,0,2,3
Welterweight,Luigi Fioravanti,Dave Menne,fighter1,23,8,1,0,1,0,0,2
Welterweight,Brock Larson,Keita Nakamura,fighter1,22,16,5,0,0,0,0,1
Middleweight,Logan Clark,Steve Byrnes,fighter1,40,18,0,3,0,0,2,4
Welterweight,Georges St-Pierre,Matt Hughes,fighter1,45,10,1,0,2,0,0,0
Heavyweight,Tim Sylvia,Jeff Monson,fighter1,49,12,0,1,0,0,1,2
Light Heavyweight,Drew McFedries,Alessio Sakara,fighter1,30,32,1,0,1,0,0,0
Heavyweight,Brandon Vera,Frank Mir,fighter1,15,2,0,0,0,0,0,0
Lightweight,Joe Stevenson,Dokonjonosuke Mishima,fighter1,1,1,0,1,0,0,3,0
Welterweight,Nick Diaz,Gleison Tibau,fighter1,24,0,0,0,0,0,1,1
Heavyweight,Antoni Hardonk,Sherman Pendergarst,fighter1,10,4,0,1,1,0,0,0
Light Heavyweight,James Irvin,Hector Ramirez,fighter1,17,33,0,3,1,0,0,1
Heavyweight,Jake O'Brien,Josh Shockman,fighter1,13,13,10,0,0,0,0,0
Welterweight,Matt Serra,Chris Lytle,fighter1,20,42,1,1,0,0,0,0
Middleweight,Travis Lutter,Patrick Cote,fighter1,0,0,1,0,0,0,1,0
Lightweight,Din Thomas,Rich Clementi,fighter1,33,22,1,1,1,0,1,0
Middleweight,Jorge Rivera,Edwin DeWees,fighter1,24,6,0,0,1,0,0,0
Welterweight,Pete Spratt,Jeremy Jackson,fighter1,12,5,0,2,0,0,0,0
Middleweight,Scott Smith,Pete Sell,fighter1,26,32,0,0,2,0,0,0
Middleweight,Charles McCarthy,Gideon Ray,fighter1,2,9,1,0,0,0,1,0
Middleweight,Martin Kampmann,Thales Leites,fighter1,101,46,0,1,1,1,0,0
Middleweight,Anderson Silva,Rich Franklin,fighter1,31,10,0,0,1,0,0,0
Lightweight,Sean Sherk,Kenny Florian,fighter1,60,23,8,0,0,0,1,4
Welterweight,Jon Fitch,Kuniyoshi Hironaka,fighter1,44,4,5,0,0,0,0,2
Heavyweight,Carmelo Marrero,Cheick Kongo,fighter1,16,18,6,0,0,0,0,2
Lightweight,Spencer Fisher,Dan Lauzon,fighter1,13,8,0,2,1,0,0,0
Middleweight,Yushin Okami,Kalib Starnes,fighter1,39,19,3,0,0,0,1,1
Lightweight,Clay Guida,Justin James,fighter1,26,13,2,0,0,0,2,1
Lightweight,Kurt Pellegrino,Junior Assuncao,fighter1,5,1,1,0,0,0,1,0
Light Heavyweight,Tito Ortiz,Ken Shamrock,fighter1,18,0,1,0,0,0,0,0
Middleweight,Kendall Grove,Chris Price,fighter1,13,5,1,0,0,0,1,0
Middleweight,Jason MacDonald,Ed Herman,fighter1,5,2,0,1,0,0,2,0
Light Heavyweight,Matt Hamill,Seth Petruzelli,fighter1,14,25,7,0,0,1,0,1
Middleweight,Nate Marquardt,Crafton Wallace,fighter1,13,4,2,0,0,0,2,0
Welterweight,Tony DeSouza,Dustin Hazelett,fighter1,5,1,1,0,0,0,1,1
Middleweight,Rory Singer,Josh Haynes,fighter1,50,23,0,1,0,1,0,0
Welterweight,Thiago Alves,John Alessio,fighter1,63,13,0,2,0,0,0,0
Welterweight,Marcus Davis,Forrest Petz,fighter1,33,5,0,0,0,0,1,0
Welterweight,Matt Hughes,BJ Penn,fighter1,35,17,1,0,0,0,0,2
Middleweight,Mike Swick,David Loiseau,fighter1,32,36,3,1,0,0,0,0
Lightweight,Melvin Guillard,Gabe Ruediger,fighter1,20,7,3,2,2,0,0,0
Light Heavyweight,Rashad Evans,Jason Lambert,fighter1,25,6,8,0,0,0,0,3
Lightweight,Joe Lauzon,Jens Pulver,fighter1,9,0,1,0,1,0,0,0
Lightweight,Roger Huerta,Jason Dent,fighter1,71,38,6,0,0,0,0,3
Heavyweight,Eddie Sanchez,Mario Neto,fighter1,10,10,0,1,1,0,0,0
Lightweight,Jorge Gurgel,Danny Abbadi,fighter1,58,56,1,0,0,0,1,0
Lightweight,Tyson Griffin,David Lee,fighter1,0,1,1,0,0,0,1,0
Light Heavyweight,Chuck Liddell,Renato Sobral,fighter1,17,1,0,0,2,0,0,0
Light Heavyweight,Forrest Griffin,Stephan Bonnar,fighter1,83,41,0,0,0,0,0,0
Welterweight,Nick Diaz,Josh Neer,fighter1,75,25,3,0,0,0,1,0
Heavyweight,Cheick Kongo,Christian Wellisch,fighter1,17,0,0,1,1,0,0,1
Lightweight,Hermes Franca,Jamie Varner,fighter1,22,18,1,9,0,0,3,0
Light Heavyweight,Eric Schafer,Rob MacDonald,fighter1,7,2,0,0,0,0,2,0
Light Heavyweight,Wilson Gouveia,Wes Combs,fighter1,9,10,1,0,0,0,1,0
Light Heavyweight,David Heath,Cory Walmsley,fighter1,3,2,1,0,0,0,3,0
Middleweight,Yushin Okami,Alan Belcher,fighter1,12,8,5,0,0,0,0,0
Welterweight,Diego Sanchez,Karo Parisyan,fighter1,66,36,3,9,0,0,1,0
Middleweight,Chris Leben,Jorge Santiago,fighter1,9,6,1,1,1,0,0,0
Middleweight,Dean Lister,Yuki Sasaki,fighter1,24,26,5,0,0,0,2,0
Welterweight,Josh Koscheck,Jonathan Goulet,fighter1,23,1,1,0,1,0,1,0
Middleweight,Martin Kampmann,Crafton Wallace,fighter1,19,1,1,0,0,0,1,0
Welterweight,Joe Riggs,Jason Von Flue,fighter1,1,0,1,0,0,0,1,0
Heavyweight,Jake O'Brien,Kristof Midoux,fighter1,25,2,3,0,0,0,0,0
Welterweight,Forrest Petz,Sammy Morgan,fighter1,45,8,6,0,5,0,0,1
Welterweight,Anthony Torres,Pat Healy,fighter1,11,13,0,0,0,0,1,0
Heavyweight,Tim Sylvia,Andrei Arlovski,fighter1,97,66,0,0,0,0,0,0
Welterweight,Joshua Burkman,Josh Neer,fighter1,35,19,4,1,1,0,0,1
Light Heavyweight,Tito Ortiz,Ken Shamrock,fighter1,11,0,1,0,0,0,0,0
Heavyweight,Frank Mir,Dan Christison,fighter1,53,48,3,0,0,0,0,1
Lightweight,Joe Stevenson,Yves Edwards,fighter1,28,18,3,0,0,1,1,2
Catch Weight,Hermes Franca,Joe Jordan,fighter1,46,20,3,0,0,0,1,0
Heavyweight,Jeff Monson,Anthony Perosh,fighter1,18,8,0,0,1,0,0,0
Heavyweight,Cheick Kongo,Gilbert Aldana,fighter1,24,6,1,2,0,0,0,0
Welterweight,Drew Fickett,Kurt Pellegrino,fighter1,18,25,1,5,0,0,2,0
Welterweight,Jonathan Goulet,Luke Cummo,fighter1,18,13,6,0,0,2,0,3
Middleweight,Anderson Silva,Chris Leben,fighter1,17,1,0,0,2,0,0,0
Light Heavyweight,Rashad Evans,Stephan Bonnar,fighter1,17,12,7,0,0,0,0,2
Lightweight,Mark Hominick,Jorge Gurgel,fighter1,43,36,0,0,0,0,0,0
Welterweight,Josh Koscheck,Dave Menne,fighter1,45,13,4,1,0,0,1,5
Light Heavyweight,Jason Lambert,Branden Lee Hinkle,fighter1,44,4,0,3,0,0,1,0
Welterweight,Jon Fitch,Thiago Alves,fighter1,51,1,3,1,1,0,2,3
Light Heavyweight,Rob MacDonald,Kristian Rothaermel,fighter1,10,3,4,0,0,0,3,0
Middleweight,Jorge Santiago,Justin Levens,fighter1,9,0,1,0,1,0,0,0
Lightweight,Kenny Florian,Sam Stout,fighter1,5,0,1,0,0,0,1,0
Light Heavyweight,Michael Bisping,Josh Haynes,fighter1,41,8,4,0,2,0,4,0
Middleweight,Kendall Grove,Ed Herman,fighter1,25,33,0,5,0,0,6,2
Light Heavyweight,Keith Jardine,Wilson Gouveia,fighter1,67,48,1,1,0,0,0,0
Middleweight,Rory Singer,Ross Pointon,fighter1,2,4,0,0,0,1,1,0
Middleweight,Kalib Starnes,Danny Abbadi,fighter1,21,3,1,0,0,0,1,0
Middleweight,Luigi Fioravanti,Solomon Hutcherson,fighter1,11,11,1,1,1,0,0,0
Light Heavyweight,Matt Hamill,Jesse Forbes,fighter1,33,9,1,0,0,0,0,0
Light Heavyweight,Mike Nickels,Wes Combs,fighter1,22,4,3,0,0,0,1,0
Catch Weight,Matt Hughes,Royce Gracie,fighter1,32,7,1,0,0,0,1,0
Light Heavyweight,Dean Lister,Alessio Sakara,fighter1,1,1,0,0,0,0,2,0
Welterweight,Diego Sanchez,John Alessio,fighter1,9,17,1,0,0,0,0,1
Heavyweight,Brandon Vera,Assuerio Silva,fighter1,8,9,0,1,0,0,1,0
Middleweight,Mike Swick,Joe Riggs,fighter1,5,1,0,0,0,0,1,0
Middleweight,Jeremy Horn,Chael Sonnen,fighter1,3,6,0,3,0,0,4,0
Lightweight,Spencer Fisher,Matt Wiman,fighter1,27,10,0,1,1,0,0,4
Heavyweight,Gabriel Gonzaga,Fabiano Scherner,fighter1,16,8,3,0,1,0,0,0
Lightweight,Melvin Guillard,Rick Davis,fighter1,10,5,0,0,1,0,0,0
Heavyweight,Tim Sylvia,Andrei Arlovski,fighter1,13,11,0,0,1,1,0,0
Welterweight,Sean Sherk,Nick Diaz,fighter1,39,57,2,1,0,0,0,3
Light Heavyweight,Tito Ortiz,Forrest Griffin,fighter1,61,58,3,0,0,0,0,0
Middleweight,Evan Tanner,Justin Levens,fighter1,10,2,1,0,0,0,2,1
Heavyweight,Jeff Monson,Marcio Cruz,fighter1,32,40,2,0,0,0,0,0
Welterweight,Karo Parisyan,Nick Thompson,fighter1,18,2,2,1,0,0,0,0
Middleweight,David Terrell,Scott Smith,fighter1,10,3,1,0,0,0,2,0
Light Heavyweight,Jason Lambert,Terry Martin,fighter1,31,15,0,1,0,0,0,0
Welterweight,Thiago Alves,Derrick Noble,fighter1,11,18,0,0,1,0,0,0
Light Heavyweight,Stephan Bonnar,Keith Jardine,fighter1,33,64,1,0,1,0,1,0
Light Heavyweight,Rashad Evans,Sam Hoger,fighter1,23,18,9,0,0,0,0,2
Welterweight,Josh Neer,Joe Stevenson,fighter1,46,31,0,2,1,0,0,3
Middleweight,Chris Leben,Luigi Fioravanti,fighter1,36,20,5,0,0,0,0,0
Welterweight,Luke Cummo,Jason Von Flue,fighter1,43,17,3,2,0,0,3,1
Welterweight,Jon Fitch,Joshua Burkman,fighter1,25,20,3,1,1,0,1,1
Heavyweight,Dan Christison,Brad Imes,fighter1,73,58,0,2,0,0,1,0
Welterweight,Josh Koscheck,Ansar Chalangov,fighter1,2,2,2,0,0,0,1,1
Middleweight,Chael Sonnen,Trevor Prangley,fighter1,25,7,7,0,0,0,0,2
Middleweight,Rich Franklin,David Loiseau,fighter1,127,21,5,1,2,1,0,0
Middleweight,Mike Swick,Steve Vigneault,fighter1,13,6,0,0,0,0,1,0
Welterweight,Georges St-Pierre,BJ Penn,fighter1,59,37,4,1,0,0,0,1
Middleweight,Nate Marquardt,Joe Doerksen,fighter1,56,26,5,2,0,1,2,0
Lightweight,Mark Hominick,Yves Edwards,fighter1,22,20,0,1,0,0,1,0
Lightweight,Sam Stout,Spencer Fisher,fighter1,62,53,0,4,0,0,0,3
Light Heavyweight,Jason Lambert,Rob MacDonald,fighter1,7,3,1,0,1,0,1,0
Heavyweight,Tom Murphy,Icho Larenas,fighter1,30,2,6,0,0,0,2,0
Light Heavyweight,Chuck Liddell,Randy Couture,fighter1,19,7,0,1,1,0,0,0
Heavyweight,Brandon Vera,Justin Eilers,fighter1,7,4,0,0,1,0,0,0
Heavyweight,Marcio Cruz,Frank Mir,fighter1,31,3,1,1,0,0,0,0
Light Heavyweight,Renato Sobral,Mike van Arsdale,fighter1,9,1,0,0,0,0,1,0
Welterweight,Joe Riggs,Nick Diaz,fighter1,51,38,3,0,0,1,0,1
Light Heavyweight,Alessio Sakara,Elvis Sinosic,fighter1,70,13,9,0,0,0,0,0
Heavyweight,Paul Buentello,Gilbert Aldana,fighter1,49,28,1,0,0,0,1,0
Heavyweight,Jeff Monson,Branden Lee Hinkle,fighter1,10,5,1,0,0,0,1,1
Light Heavyweight,Keith Jardine,Mike Whitehead,fighter1,44,27,0,5,0,0,0,0
Heavyweight,Tim Sylvia,Assuerio Silva,fighter1,85,36,0,0,0,0,0,0
Light Heavyweight,Stephan Bonnar,James Irvin,fighter1,2,5,2,0,0,0,2,0
Welterweight,Joshua Burkman,Drew Fickett,fighter1,7,2,0,0,0,0,1,0
Middleweight,Chris Leben,Jorge Rivera,fighter1,10,5,1,0,1,0,0,0
Welterweight,Josh Neer,Melvin Guillard,fighter1,3,11,1,2,0,0,2,0
Welterweight,Duane Ludwig,Jonathan Goulet,fighter1,1,0,0,0,1,0,0,0
Welterweight,Spencer Fisher,Aaron Riley,fighter1,25,9,0,2,0,0,0,0
Welterweight,Jason Von Flue,Alex Karalexis,fighter1,28,18,0,1,0,0,2,3
Middleweight,Rich Franklin,Nate Quarry,fighter1,13,4,0,0,2,0,0,0
Heavyweight,Gabriel Gonzaga,Kevin Jordan,fighter1,23,18,2,0,1,0,2,0
Welterweight,Matt Hughes,Joe Riggs,fighter1,8,1,1,0,0,0,2,0
Welterweight,Georges St-Pierre,Sean Sherk,fighter1,58,20,3,0,0,0,0,0
Middleweight,Jeremy Horn,Trevor Prangley,fighter1,38,38,0,7,0,0,1,0
Light Heavyweight,Sam Hoger,Jeff Newton,fighter1,10,2,3,0,0,0,2,4
Welterweight,Thiago Alves,Ansar Chalangov,fighter1,8,2,1,0,0,0,0,2
Welterweight,Nick Thompson,Keith Wisniewski,fighter1,48,14,1,3,0,0,3,0
Welterweight,Diego Sanchez,Nick Diaz,fighter1,41,13,5,2,0,0,1,1
Heavyweight,Rashad Evans,Brad Imes,fighter1,48,42,0,2,2,0,0,1
Welterweight,Joe Stevenson,Luke Cummo,fighter1,20,20,5,1,0,0,2,1
Welterweight,Kenny Florian,Kit Cope,fighter1,10,8,3,0,0,0,2,0
Welterweight,Joshua Burkman,Sammy Morgan,fighter1,4,1,1,0,0,0,0,0
Welterweight,Melvin Guillard,Marcus Davis,fighter1,19,3,3,0,0,0,1,0
Heavyweight,Keith Jardine,Kerry Schall,fighter1,41,8,0,0,1,0,0,0
Heavyweight,Andrei Arlovski,Paul Buentello,fighter1,2,1,0,0,1,0,0,0
Heavyweight,Branden Lee Hinkle,Sean Gannon,fighter1,27,0,1,0,0,0,3,0
Light Heavyweight,Forrest Griffin,Elvis Sinosic,fighter1,30,18,0,0,1,0,0,0
Light Heavyweight,Renato Sobral,Chael Sonnen,fighter1,11,12,4,0,0,0,3,0
Welterweight,Joe Riggs,Chris Lytle,fighter1,15,3,1,1,0,0,1,0
Middleweight,Jorge Rivera,Dennis Hallman,fighter1,51,12,0,1,0,0,0,2
Heavyweight,Marcio Cruz,Keigo Kunihara,fighter1,12,1,0,2,0,0,1,1
Light Heavyweight,Alessio Sakara,Ron Faircloth,No contest,46,2,0,0,1,0,0,0
Middleweight,David Loiseau,Evan Tanner,fighter1,13,15,0,3,0,0,0,2
Middleweight,Chris Leben,Edwin DeWees,fighter1,5,5,0,1,0,0,1,2
Heavyweight,Brandon Vera,Fabiano Scherner,fighter1,28,10,0,1,2,0,0,0
Welterweight,Drew Fickett,Josh Koscheck,fighter1,5,8,0,6,1,0,3,0
Welterweight,Spencer Fisher,Thiago Alves,fighter1,13,19,1,3,0,0,3,0
Middleweight,Jon Fitch,Brock Larson,fighter1,25,14,5,1,0,0,2,3
Welterweight,Jonathan Goulet,Jay Hieron,fighter1,14,10,0,9,0,0,1,3
Light Heavyweight,Chuck Liddell,Jeremy Horn,fighter1,64,31,0,0,2,0,0,0
Heavyweight,Tim Sylvia,Tra Telligman,fighter1,31,13,0,0,1,0,0,0
Light Heavyweight,Randy Couture,Mike van Arsdale,fighter1,27,8,4,1,0,0,3,0
Welterweight,Diego Sanchez,Brian Gassaway,fighter1,35,3,3,0,0,0,1,0
Welterweight,Georges St-Pierre,Frank Trigg,fighter1,25,1,1,0,0,0,2,0
Middleweight,Matt Lindland,Joe Doerksen,fighter1,19,8,4,2,0,0,4,1
Middleweight,Trevor Prangley,Travis Lutter,fighter1,54,9,5,0,0,0,0,0
Light Heavyweight,James Irvin,Terry Martin,fighter1,6,12,0,2,1,0,0,0
Middleweight,Nate Marquardt,Ivan Salaverry,fighter1,21,23,2,0,0,0,2,0
Middleweight,Chris Leben,Patrick Cote,fighter1,26,26,1,1,0,0,0,0
Light Heavyweight,Stephan Bonnar,Sam Hoger,fighter1,43,11,3,1,0,0,1,2
Middleweight,Nate Quarry,Pete Sell,fighter1,3,2,0,0,1,0,0,0
Welterweight,Josh Koscheck,Pete Spratt,fighter1,0,0,1,0,0,0,1,0
Middleweight,Mike Swick,Gideon Ray,fighter1,7,1,0,0,1,0,0,0
Welterweight,Kenny Florian,Alex Karalexis,fighter1,38,18,1,0,0,0,0,0
Welterweight,Drew Fickett,Josh Neer,fighter1,1,0,2,0,0,0,1,0
Heavyweight,Andrei Arlovski,Justin Eilers,fighter1,33,5,0,0,0,0,0,0
Welterweight,Karo Parisyan,Matt Serra,fighter1,56,26,8,1,0,1,2,0
Middleweight,Rich Franklin,Evan Tanner,fighter1,97,25,0,1,0,1,1,1
Light Heavyweight,Forrest Griffin,Bill Mahood,fighter1,3,1,1,0,0,0,1,0
Heavyweight,Paul Buentello,Kevin Jordan,fighter1,20,18,0,0,1,0,1,0
Middleweight,Nate Quarry,Shonie Carter,fighter1,19,6,0,0,2,0,0,0
Middleweight,David Loiseau,Charles McCarthy,fighter1,20,0,0,1,1,0,0,1
Welterweight,Nick Diaz,Koji Oishi,fighter1,25,2,0,0,1,0,0,0
Light Heavyweight,Chuck Liddell,Randy Couture,fighter1,13,9,0,0,1,0,0,0
Light Heavyweight,Renato Sobral,Travis Wiuff,fighter1,15,3,2,2,0,0,2,0
Welterweight,Matt Hughes,Frank Trigg,fighter1,13,13,1,0,0,1,1,1
Middleweight,Matt Lindland,Travis Lutter,fighter1,11,0,2,1,0,0,1,0
Welterweight,Georges St-Pierre,Jason Miller,fighter1,64,16,5,1,0,0,4,0
Middleweight,Ivan Salaverry,Joe Riggs,fighter1,2,6,0,1,0,0,1,0
Middleweight,Joe Doerksen,Patrick Cote,fighter1,9,37,4,0,0,2,4,0
Heavyweight,Mike van Arsdale,John Marsh,fighter1,34,18,1,1,0,1,0,1
Light Heavyweight,Rich Franklin,Ken Shamrock,fighter1,23,0,0,1,0,0,0,2
Light Heavyweight,Forrest Griffin,Stephan Bonnar,fighter1,88,57,2,0,0,0,1,0
Middleweight,Diego Sanchez,Kenny Florian,fighter1,14,2,1,0,0,0,0,0
Light Heavyweight,Sam Hoger,Bobby Southworth,fighter1,22,21,0,1,1,0,0,0
Middleweight,Chris Leben,Jason Thacker,fighter1,27,1,1,0,0,0,0,0
Middleweight,Josh Koscheck,Chris Sanford,fighter1,14,1,2,0,0,0,0,1
Middleweight,Nate Quarry,Lodune Sincaid,fighter1,36,10,0,0,0,0,0,0
Middleweight,Mike Swick,Alex Schoenauer,fighter1,7,1,0,0,1,0,0,0
Welterweight,Alex Karalexis,Josh Rafferty,fighter1,6,1,0,0,0,0,0,1
Light Heavyweight,Tito Ortiz,Vitor Belfort,fighter1,27,19,4,0,0,0,0,1
Middleweight,Pete Sell,Phil Baroni,fighter1,16,17,1,4,0,0,1,0
Heavyweight,Andrei Arlovski,Tim Sylvia,fighter1,5,2,0,0,1,0,2,0
Middleweight,Evan Tanner,David Terrell,fighter1,19,4,0,2,0,0,0,1
Heavyweight,Paul Buentello,Justin Eilers,fighter1,22,7,0,0,1,0,0,0
Heavyweight,Mike Kyle,James Irvin,fighter1,10,3,1,0,1,0,0,0
Middleweight,David Loiseau,Gideon Ray,fighter1,17,11,0,1,2,0,1,0
Welterweight,Karo Parisyan,Chris Lytle,fighter1,29,7,7,0,0,0,2,2
Welterweight,Nick Diaz,Drew Fickett,fighter1,13,3,0,0,0,0,1,2
Light Heavyweight,Tito Ortiz,Patrick Cote,fighter1,45,11,2,0,0,0,0,0
Middleweight,Rich Franklin,Jorge Rivera,fighter1,41,22,3,0,1,0,1,0
Welterweight,Matt Hughes,Georges St-Pierre,fighter1,4,6,2,1,0,0,2,0
Welterweight,Frank Trigg,Renato Verissimo,fighter1,33,4,1,0,0,0,0,2
Middleweight,Evan Tanner,Robbie Lawler,fighter1,6,3,0,1,0,0,1,0
Middleweight,Ivan Salaverry,Tony Fryklund,fighter1,9,4,0,0,1,0,1,0
Light Heavyweight,Travis Lutter,Marvin Eastman,fighter1,1,10,0,0,1,0,0,0
Light Heavyweight,Randy Couture,Vitor Belfort,fighter1,50,3,2,0,0,0,0,2
Middleweight,Joe Riggs,Joe Doerksen,fighter1,29,6,2,2,0,0,0,0
Light Heavyweight,Chuck Liddell,Vernon White,fighter1,31,13,1,0,2,0,0,0
Middleweight,David Terrell,Matt Lindland,fighter1,5,0,0,0,1,0,0,0
Heavyweight,Justin Eilers,Mike Kyle,fighter1,4,7,0,0,1,0,0,0
Welterweight,Chris Lytle,Ronald Jhun,fighter1,12,8,0,1,1,0,2,0
Welterweight,Karo Parisyan,Nick Diaz,fighter1,27,37,9,1,0,0,0,2
Lightweight,Yves Edwards,Josh Thomson,fighter1,16,13,0,2,1,0,0,0
Heavyweight,Ken Shamrock,Kimo Leopoldo,fighter1,12,4,0,0,1,0,0,0
Welterweight,Frank Trigg,Dennis Hallman,fighter1,20,1,0,0,0,0,0,2
Heavyweight,Frank Mir,Tim Sylvia,fighter1,3,2,0,1,0,0,1,0
Welterweight,Matt Hughes,Renato Verissimo,fighter1,11,7,3,0,0,0,1,4
Middleweight,Evan Tanner,Phil Baroni,fighter1,73,23,5,0,0,0,0,0
Lightweight,Matt Serra,Ivan Menjivar,fighter1,14,8,6,0,0,0,0,2
Welterweight,Georges St-Pierre,Jay Hieron,fighter1,24,5,0,0,2,0,0,0
Middleweight,Trevor Prangley,Curtis Stout,fighter1,12,5,2,0,0,0,2,0
Light Heavyweight,Chuck Liddell,Tito Ortiz,fighter1,23,13,0,0,1,0,0,0
Welterweight,Chris Lytle,Tiki Ghosn,fighter1,34,27,2,0,0,0,1,0
Lightweight,Yves Edwards,Hermes Franca,fighter1,21,8,0,4,0,0,1,2
Heavyweight,Andrei Arlovski,Wesley Correira,fighter1,51,4,0,0,1,0,0,0
Welterweight,Nick Diaz,Robbie Lawler,fighter1,22,16,0,0,1,0,0,0
Heavyweight,Mike Kyle,Wes Sims,fighter1,13,0,0,0,1,0,1,3
Heavyweight,Jonathan Wiezorek,Wade Shipp,fighter1,10,20,1,0,0,0,0,0
Lightweight,Genki Sudo,Mike Brown,fighter1,6,13,1,1,0,0,4,0
Light Heavyweight,Vitor Belfort,Randy Couture,fighter1,1,1,0,0,0,0,0,0
Welterweight,Renato Verissimo,Carlos Newton,fighter1,22,4,3,2,0,0,1,0
Welterweight,BJ Penn,Matt Hughes,fighter1,17,4,0,0,0,0,1,0
